index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,income_quintile
5794,F,N,N,0,94500,Working,Higher education,Married,House / apartment,46,6,1,0,0,0,Security staff,2,45,2,4
5795,M,N,Y,0,72900,Pensioner,Lower secondary,Married,House / apartment,64,12174,1,0,0,0,,2,10,2,4
5796,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,63,12174,1,0,0,0,,2,31,2,3
5797,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27,84,1,0,0,0,Cooking staff,1,41,1,2
5798,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,28,29,1,0,0,0,,3,2,1,3
5799,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,48,101,1,0,1,0,Laborers,2,12,1,1
5800,F,N,Y,0,157500,Working,Higher education,Single / not married,House / apartment,60,353,1,0,0,0,Laborers,1,33,1,2
5801,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44,19,1,0,0,0,Sales staff,2,3,1,1
5802,F,N,N,0,180000,Working,Higher education,Married,House / apartment,34,105,1,1,0,0,Sales staff,2,22,1,2
5803,M,Y,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,50,15,1,1,0,0,Laborers,2,46,0,4
5804,F,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,12174,1,0,1,0,,1,43,2,4
5805,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,49,337,1,0,1,0,High skill tech staff,2,17,0,3
5806,M,Y,N,1,450000,Working,Higher education,Married,House / apartment,53,184,1,1,0,0,Managers,3,14,1,1
5807,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,40,270,1,0,0,0,Laborers,2,46,2,3
5808,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,1,0,,2,39,1,4
5809,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,32,9,1,0,0,0,Security staff,2,19,0,2
5810,M,Y,N,0,119250,Working,Secondary / secondary special,Civil marriage,House / apartment,48,21,1,0,0,1,Drivers,2,54,2,4
5811,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,44,14,1,0,0,0,Cleaning staff,2,4,1,3
5812,F,N,Y,0,243000,Pensioner,Secondary / secondary special,Widow,House / apartment,59,12174,1,0,0,0,,1,18,2,1
5813,F,N,N,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,34,163,1,0,1,0,High skill tech staff,4,15,2,4
5814,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,50,51,1,0,0,0,Sales staff,1,34,1,2
5815,F,Y,N,0,562500,Working,Higher education,Married,House / apartment,40,94,1,1,0,0,Managers,2,22,2,1
5816,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,52,165,1,1,1,0,Laborers,2,44,1,2
5817,F,N,N,1,90000,Working,Secondary / secondary special,Married,With parents,28,48,1,0,0,0,Laborers,3,0,1,4
5818,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,26,49,1,1,0,1,Sales staff,3,22,2,3
5819,F,N,N,0,292500,Working,Secondary / secondary special,Separated,Municipal apartment,28,107,1,0,0,0,Managers,1,31,2,1
5820,F,N,N,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,12174,1,0,0,0,,1,38,0,3
5821,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,39,12174,1,0,0,0,,1,17,2,2
5822,F,N,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,33,61,1,1,0,0,Laborers,2,39,1,3
5823,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,46,56,1,0,0,0,Waiters/barmen staff,3,11,2,3
5824,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,0,0,,2,25,2,2
5825,M,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49,22,1,0,1,1,Core staff,1,16,2,1
5826,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,41,47,1,0,0,0,,3,17,2,3
5827,F,Y,Y,3,243000,Commercial associate,Higher education,Single / not married,Rented apartment,63,37,1,0,0,0,Managers,4,1,1,1
5828,M,N,Y,1,198000,Commercial associate,Incomplete higher,Single / not married,House / apartment,26,4,1,0,0,0,Managers,2,18,0,2
5829,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,27,17,1,0,0,1,High skill tech staff,2,30,0,4
5830,F,N,Y,0,112500,Working,Incomplete higher,Civil marriage,House / apartment,25,58,1,0,0,0,,2,12,2,4
5831,M,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,32,141,1,0,0,0,,2,36,2,1
5832,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,59,106,1,1,0,0,Security staff,2,25,2,3
5833,F,N,N,0,112500,Pensioner,Secondary / secondary special,Separated,Municipal apartment,59,12174,1,0,0,0,,1,49,2,4
5834,F,N,Y,0,90000,Working,Higher education,Single / not married,House / apartment,58,154,1,0,0,0,Laborers,1,57,0,4
5835,M,Y,Y,0,405000,Working,Higher education,Married,House / apartment,29,18,1,0,0,0,Managers,2,29,2,1
5836,M,Y,Y,0,427500,State servant,Incomplete higher,Single / not married,Rented apartment,32,105,1,0,1,0,High skill tech staff,1,9,2,1
5837,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,29,7,1,0,0,0,Laborers,2,13,2,3
5838,F,Y,Y,0,360000,Pensioner,Higher education,Married,House / apartment,58,12174,1,0,1,0,,2,43,2,1
5839,F,N,Y,0,150750,Pensioner,Secondary / secondary special,Married,House / apartment,66,12174,1,0,1,0,,2,22,2,3
5840,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,55,34,1,0,0,0,Laborers,1,8,1,2
5841,M,Y,Y,2,148500,Working,Higher education,Married,House / apartment,44,49,1,1,1,0,Drivers,4,0,1,3
5842,F,Y,Y,0,247500,Working,Higher education,Married,House / apartment,32,74,1,1,0,0,Accountants,2,55,2,1
5843,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,44,21,1,0,0,0,Managers,2,6,0,2
5844,M,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,55,18,1,0,0,0,Security staff,2,49,2,4
5845,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,7,2,3
5846,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,38,126,1,1,0,0,Laborers,2,19,2,4
5847,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,With parents,53,8,1,0,0,0,,1,10,2,2
5848,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,57,12174,1,0,0,0,,2,50,2,1
5849,M,N,Y,0,180000,State servant,Secondary / secondary special,Civil marriage,House / apartment,25,83,1,0,0,0,Laborers,2,3,1,2
5850,M,Y,Y,2,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,47,124,1,0,0,0,Laborers,4,23,2,1
5851,F,N,Y,0,225000,Pensioner,Higher education,Married,House / apartment,57,12174,1,0,0,0,,2,10,2,1
5852,F,N,N,0,175500,Working,Secondary / secondary special,Married,House / apartment,51,366,1,1,0,0,,2,20,2,2
5853,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,44,103,1,0,0,0,Core staff,2,49,0,3
5854,M,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,27,4,1,1,1,0,Sales staff,2,30,0,1
5855,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,27,53,1,0,0,0,,1,2,1,4
5856,F,N,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,46,61,1,0,1,0,Medicine staff,2,3,1,2
5857,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,33,24,1,0,0,0,,3,32,2,3
5858,F,Y,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,27,36,1,1,0,1,Core staff,1,6,0,2
5859,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,26,14,1,1,0,0,Security staff,1,47,1,3
5860,F,Y,N,2,315000,Working,Secondary / secondary special,Married,Rented apartment,33,28,1,0,1,1,,4,24,2,1
5861,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,53,95,1,0,0,0,Laborers,2,41,2,4
5862,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,50,185,1,1,1,0,Laborers,2,21,2,2
5863,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,32,58,1,0,0,1,Core staff,2,56,2,1
5864,F,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,34,34,1,0,0,0,Cooking staff,4,7,1,4
5865,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,28,39,1,1,1,0,Medicine staff,2,2,1,3
5866,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62,12174,1,0,0,0,,1,38,2,4
5867,F,N,Y,1,270000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,30,58,1,0,0,0,Sales staff,3,15,0,1
5868,M,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,1,0,,2,43,2,4
5869,M,Y,Y,0,207000,Pensioner,Higher education,Married,House / apartment,66,12174,1,0,0,0,,2,32,1,2
5870,F,N,Y,0,193500,State servant,Higher education,Married,House / apartment,30,38,1,0,0,0,Core staff,2,44,2,2
5871,M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,27,61,1,1,0,0,Medicine staff,4,36,2,4
5872,M,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,35,46,1,0,0,0,Laborers,2,29,2,1
5873,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,56,139,1,0,0,0,Laborers,2,54,2,3
5874,M,Y,N,0,139500,Working,Secondary / secondary special,Married,House / apartment,50,271,1,1,1,0,Drivers,2,3,1,3
5875,F,N,N,0,135000,Working,Incomplete higher,Married,House / apartment,44,70,1,0,0,0,Core staff,2,12,0,3
5876,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,27,34,1,0,0,0,Laborers,1,14,1,4
5877,M,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,35,38,1,0,0,0,Drivers,3,11,2,1
5878,M,N,N,1,202500,State servant,Incomplete higher,Married,With parents,33,19,1,0,0,0,Drivers,3,10,1,2
5879,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,31,65,1,1,0,0,,2,15,1,1
5880,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33,157,1,1,1,0,Private service staff,2,27,2,4
5881,F,N,N,1,144000,Commercial associate,Higher education,Married,House / apartment,34,43,1,1,1,0,,3,37,2,3
5882,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,35,50,1,1,0,0,Drivers,2,27,2,2
5883,F,N,Y,3,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,33,76,1,0,0,0,Sales staff,5,22,1,3
5884,F,N,Y,0,112500,Commercial associate,Incomplete higher,Single / not married,House / apartment,28,9,1,0,1,1,,1,60,2,4
5885,F,N,Y,0,247500,Working,Secondary / secondary special,Widow,House / apartment,49,160,1,0,0,0,,1,30,2,1
5886,F,N,N,0,63000,Commercial associate,Higher education,Married,House / apartment,40,66,1,0,0,0,Core staff,2,11,2,4
5887,F,N,Y,1,67500,Working,Secondary / secondary special,Separated,House / apartment,30,69,1,1,1,0,Accountants,2,9,1,4
5888,M,Y,Y,0,110250,Working,Higher education,Single / not married,House / apartment,38,191,1,0,0,0,,1,43,2,4
5889,F,N,Y,0,126000,State servant,Higher education,Married,House / apartment,43,221,1,0,1,0,,2,60,0,3
5890,F,N,Y,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,0,0,,2,29,2,4
5891,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,27,77,1,0,0,0,,3,4,1,3
5892,F,N,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,44,32,1,0,1,0,Sales staff,3,20,0,3
5893,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,0,0,,2,3,1,4
5894,F,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,25,28,1,1,1,0,Sales staff,2,14,2,1
5895,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,49,38,1,1,0,0,Managers,2,7,2,1
5896,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,59,32,1,0,0,0,Drivers,2,35,2,1
5897,F,N,Y,2,157500,Working,Secondary / secondary special,Single / not married,House / apartment,39,18,1,0,0,0,Core staff,3,8,1,2
5898,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,47,105,1,0,1,0,Core staff,2,22,1,1
5899,F,N,N,0,153000,Pensioner,Lower secondary,Married,House / apartment,64,12174,1,0,0,0,,2,25,2,3
5900,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,59,457,1,0,0,0,Core staff,1,40,1,1
5901,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,31,53,1,0,0,0,Drivers,2,39,1,2
5902,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,47,162,1,0,0,0,Laborers,2,16,2,1
5903,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,65,12174,1,0,0,0,,2,9,2,4
5904,F,N,Y,0,257625,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38,20,1,0,0,0,Laborers,2,40,2,1
5905,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,36,11,1,0,0,1,Sales staff,3,30,2,3
5906,F,Y,N,0,405000,Working,Secondary / secondary special,Married,House / apartment,35,153,1,1,1,0,Drivers,2,19,0,1
5907,F,Y,Y,0,243000,Working,Secondary / secondary special,Single / not married,House / apartment,40,68,1,0,0,0,Sales staff,1,39,2,1
5908,F,N,N,1,112500,Commercial associate,Higher education,Married,With parents,33,109,1,0,0,0,Core staff,3,3,1,4
5909,M,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,46,12,1,0,0,0,Laborers,3,28,2,1
5910,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,46,21,1,0,0,0,Core staff,1,60,1,1
5911,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,25,74,1,0,1,0,,2,31,2,4
5912,M,Y,N,1,315000,Commercial associate,Higher education,Married,With parents,32,23,1,1,1,0,High skill tech staff,3,13,2,1
5913,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,68,12174,1,0,0,0,,2,13,1,4
5914,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,57,36,1,1,0,0,Laborers,2,43,2,4
5915,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,58,26,1,0,0,0,Medicine staff,2,42,2,4
5916,M,N,Y,3,180000,Working,Secondary / secondary special,Married,House / apartment,39,228,1,0,0,0,Laborers,5,39,2,2
5917,F,N,Y,1,135000,Working,Incomplete higher,Married,House / apartment,43,311,1,0,0,0,,3,19,0,3
5918,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Separated,House / apartment,64,12174,1,0,0,0,,1,18,2,4
5919,M,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,28,39,1,0,0,0,Managers,2,41,2,1
5920,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,44,10,1,1,1,1,Sales staff,2,17,0,1
5921,F,N,N,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,27,67,1,0,0,0,Laborers,2,9,2,3
5922,F,N,N,0,157500,Working,Higher education,Married,House / apartment,31,97,1,0,0,0,Sales staff,2,22,2,2
5923,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,35,73,1,1,1,0,Accountants,2,20,2,1
5924,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,58,12174,1,0,0,0,,1,52,2,2
5925,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,49,92,1,0,1,0,Sales staff,2,51,2,4
5926,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,0,0,,2,39,1,4
5927,F,N,N,2,139500,Working,Incomplete higher,Married,With parents,36,99,1,1,1,0,Core staff,4,7,2,3
5928,M,Y,N,0,292500,Working,Higher education,Married,House / apartment,49,23,1,0,0,0,Managers,2,41,2,1
5929,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,41,134,1,0,0,1,,3,49,2,2
5930,F,N,Y,0,144000,Commercial associate,Higher education,Married,House / apartment,26,102,1,1,1,0,Accountants,2,25,2,3
5931,M,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,23,35,1,0,0,1,Drivers,3,26,2,3
5932,F,N,Y,1,135000,State servant,Higher education,Civil marriage,House / apartment,46,306,1,1,1,0,Core staff,3,33,2,3
5933,F,Y,N,0,225000,Working,Higher education,Married,House / apartment,41,183,1,0,0,0,Accountants,2,4,1,1
5934,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,45,34,1,0,0,0,Security staff,2,0,1,2
5935,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Separated,House / apartment,64,12174,1,0,0,0,,1,37,2,4
5936,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,40,117,1,1,0,0,Drivers,2,60,2,3
5937,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,61,12174,1,0,0,0,,1,8,2,3
5938,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,29,93,1,0,0,0,Private service staff,2,43,1,3
5939,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,48,101,1,0,0,0,Accountants,2,47,2,2
5940,F,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,28,65,1,1,0,0,Medicine staff,2,19,2,2
5941,F,N,Y,0,247500,Commercial associate,Higher education,Married,House / apartment,32,99,1,0,0,0,Sales staff,2,6,2,1
5942,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,0,0,,2,21,1,4
5943,F,N,Y,1,337500,Working,Secondary / secondary special,Married,House / apartment,35,110,1,0,0,1,Core staff,3,43,2,1
5944,M,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,27,77,1,0,0,1,Laborers,4,22,2,2
5945,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,41,70,1,1,1,0,Drivers,3,31,0,2
5946,M,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,With parents,28,9,1,0,1,0,,3,40,2,1
5947,M,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,34,120,1,0,0,0,Security staff,4,19,2,1
5948,F,N,Y,0,225000,State servant,Higher education,Married,House / apartment,52,81,1,0,1,0,,2,5,2,1
5949,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,46,1,1,1,0,Drivers,1,47,2,1
5950,F,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,36,25,1,1,0,0,Core staff,2,56,2,4
